A	B	LAST_A	LAST_B	SEQ	L_SEQ	DELTA	ACC_DELTA	LENGTH(cm)	TIME	BSSID	RSSI
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	Channel  
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	Encryption  
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	Imperial-WPA  
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	E0:0E:DA:89:5A:40  
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	 51 %    
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	-74 dBm  
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	6        
1	0	0	0	   1	   0	   1	   3		7.49	16:38:26.156233	WEP         
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	Name          
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	Address            
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	Quality  
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	Signal   
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	Channel  
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	Encryption  
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	Imperial-WPA  
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	E0:0E:DA:89:5A:40  
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	 51 %    
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	-74 dBm  
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	6        
0	1	1	0	   3	   1	   2	   5		12.49	16:38:26.387909	WEP         
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	Name          
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	Address            
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	Quality  
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	Signal   
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	Channel  
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	Encryption  
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	Imperial-WPA  
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	E0:0E:DA:89:5A:40  
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	 51 %    
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	-74 dBm  
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	6        
1	1	0	1	   2	   3	  -1	   4		9.99	16:38:26.624627	WEP         
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	Name          
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	Address            
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	Quality  
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	Signal   
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	Channel  
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	Encryption  
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	Imperial-WPA  
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	E0:0E:DA:89:5A:40  
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	 51 %    
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	-74 dBm  
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	6        
0	1	1	1	   3	   2	   1	   5		12.49	16:38:26.858877	WEP         
